Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Age group (product.metafields.shopify.age-group),Canopy material (product.metafields.shopify.canopy-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hafaloha-life-t-shirt-adult,Hafaloha Life T-Shirt - Adult,"<ul>
<li>Material: 100% Cotton</li>
<li>Sizes: XS - 5XL</li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,T-Shirt,"Adult, Aloha, Black, flower, Guam, Hafa Adai, hafaloha, Hawaii, Life, Script, sticker",true,Size,XS,,,,,,,,01-TPTS-HALIFE-MN-WHT-XS,283.49523125,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000087411,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,1,"",false,,,,,,,,,,,,,,adults,,,,,,,xs; s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,oz,,17.04,active
hafaloha-life-t-shirt-adult,,,,,,,,,S,,,,,,,,01-TPTS-HALIFE-MN-WHT-S,283.49523125,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086131,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Back.jpg?v=1734954812,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,oz,,17.04,
hafaloha-life-t-shirt-adult,,,,,,,,,M,,,,,,,,01-TPTS-HALIFE-MN-WHT-M,311.844754375,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,oz,,17.04,
hafaloha-life-t-shirt-adult,,,,,,,,,L,,,,,,,,01-TPTS-HALIFE-MN-WHT-L,340.1942775,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,oz,,17.04,
hafaloha-life-t-shirt-adult,,,,,,,,,XL,,,,,,,,01-TPTS-HALIFE-MN-WHT-XL,368.543800625,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,oz,,17.04,
hafaloha-life-t-shirt-adult,,,,,,,,,2XL,,,,,,,,01-TPTS-HALIFE-MN-WHT-2XL,396.89332375,shopify,deny,manual,37.00,0.00,true,false,,,,,'100000086179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,oz,,17.04,
hafaloha-life-t-shirt-adult,,,,,,,,,3XL,,,,,,,,01-TPTS-HALIFE-MN-WHT-3XL,425.242846875,shopify,deny,manual,39.00,0.00,true,false,,,,,'100000086186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,oz,,17.04,
hafaloha-life-t-shirt-adult,,,,,,,,,4XL,,,,,,,,01-TPTS-HALIFE-MN-WHT-4XL,453.59237,shopify,deny,manual,41.00,0.00,true,false,,,,,'100000086193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,oz,,17.04,
hafaloha-life-t-shirt-adult,,,,,,,,,5XL,,,,,,,,01-TPTS-HALIFE-MN-WHT-5XL,481.941893125,shopify,deny,manual,43.00,0.00,true,false,,,,,'100000086209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HALife_Front.jpg?v=1734954812,oz,,17.04,
hafaloha-creation-t-shirt-adult,Hafaloha Creation T-Shirt - Adult,"<ul>
<li>Material: 100% Cotton</li>
<li>Sizes: XS - 5XL</li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,T-Shirt,"Adult, Aloha, flower, Guam, Hafa Adai, hafaloha, Hawaii, Script",true,Size,XS,,,,,,,,01-TPTS-HACRN-MN-BLK-XS,283.49523125,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000087428,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,oz,,16.84,active
hafaloha-creation-t-shirt-adult,,,,,,,,,S,,,,,,,,01-TPTS-HACRN-MN-BLK-S,283.49523125,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086223,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Back.jpg?v=1734955114,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,oz,,16.84,
hafaloha-creation-t-shirt-adult,,,,,,,,,M,,,,,,,,01-TPTS-HACRN-MN-BLK-M,311.844754375,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,oz,,16.84,
hafaloha-creation-t-shirt-adult,,,,,,,,,L,,,,,,,,01-TPTS-HACRN-MN-BLK-L,340.1942775,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,oz,,16.84,
hafaloha-creation-t-shirt-adult,,,,,,,,,XL,,,,,,,,01-TPTS-HACRN-MN-BLK-XL,368.543800625,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,oz,,16.84,
hafaloha-creation-t-shirt-adult,,,,,,,,,2XL,,,,,,,,01-TPTS-HACRN-MN-BLK-2XL,396.89332375,shopify,deny,manual,37.00,0.00,true,false,,,,,'100000086261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,oz,,16.84,
hafaloha-creation-t-shirt-adult,,,,,,,,,3XL,,,,,,,,01-TPTS-HACRN-MN-BLK-3XL,425.242846875,shopify,deny,manual,39.00,0.00,true,false,,,,,'100000086278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,oz,,16.84,
hafaloha-creation-t-shirt-adult,,,,,,,,,4XL,,,,,,,,01-TPTS-HACRN-MN-BLK-4XL,453.59237,shopify,deny,manual,41.00,0.00,true,false,,,,,'100000086285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,oz,,16.84,
hafaloha-creation-t-shirt-adult,,,,,,,,,5XL,,,,,,,,01-TPTS-HACRN-MN-BLK-5XL,481.941893125,shopify,deny,manual,43.00,0.00,true,false,,,,,'100000086292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACreation_Front.jpg?v=1734955114,oz,,16.84,
woven-fish-button-up,Woven Fish Button Up,"<p><em>This monochromatic green button-down shirt is the first item in our Mes Chamoru Koleksion, which celebrates the timeless values and traditions of our ancestors. It features a modern, geometric interpretation of the “guihan dikiki” (small fish), intricately woven from coconut leaves, and honors the art of weaving, known as Lina’la’ Chamoru, which has been passed down through generations, connecting the past with the present.</em></p>
<ul>
<li>
<strong>Material:</strong> 100% Polyester</li>
<li>
<strong>Sizes:</strong> S - 5XL</li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Button Up,"Guam, hafaloha, Hawaii",true,Size,S,,,,,,,,01-TPBU-WVNFSH-MN-GRN-S,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000086582,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-FRONT.jpg?v=1740716843,1,"",false,,,,,,,,,,,,,,adults,,,green,polyester,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-FRONT.jpg?v=1740716843,oz,,18.50,active
woven-fish-button-up,,,,,,,,,M,,,,,,,,01-TPBU-WVNFSH-MN-GRN-M,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000086599,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-BACK.jpg?v=1740716843,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-FRONT.jpg?v=1740716843,oz,,18.50,
woven-fish-button-up,,,,,,,,,L,,,,,,,,01-TPBU-WVNFSH-MN-GRN-L,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000086605,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-DETAIL1.jpg?v=1740716843,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-FRONT.jpg?v=1740716843,oz,,18.50,
woven-fish-button-up,,,,,,,,,XL,,,,,,,,01-TPBU-WVNFSH-MN-GRN-XL,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000086612,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-DETAIL2.jpg?v=1740716843,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-FRONT.jpg?v=1740716843,oz,,18.50,
woven-fish-button-up,,,,,,,,,2XL,,,,,,,,01-TPBU-WVNFSH-MN-GRN-2XL,283.49523125,shopify,deny,manual,57.00,,true,false,,,,,'100000086629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-FRONT.jpg?v=1740716843,oz,,18.50,
woven-fish-button-up,,,,,,,,,3XL,,,,,,,,01-TPBU-WVNFSH-MN-GRN-3XL,283.49523125,shopify,deny,manual,59.00,,true,false,,,,,'100000086636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-FRONT.jpg?v=1740716843,oz,,18.50,
woven-fish-button-up,,,,,,,,,4XL,,,,,,,,01-TPBU-WVNFSH-MN-GRN-4XL,283.49523125,shopify,deny,manual,61.00,,true,false,,,,,'100000086643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-FRONT.jpg?v=1740716843,oz,,18.50,
woven-fish-button-up,,,,,,,,,5XL,,,,,,,,01-TPBU-WVNFSH-MN-GRN-5XL,283.49523125,shopify,deny,manual,63.00,,true,false,,,,,'100000086650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WOVEN-FISH-BUTTONDOWN-WEB-FRONT.jpg?v=1740716843,oz,,18.50,
troubled-waters-button-up,Troubled Waters Button Up,"<ul>
<li>Material : T8 / 100% Polyester</li>
<li>Sizes : S - 5XL</li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Button Up,"Guam, hafaloha, Hawaii",true,Size,S,,,,,,,,01-TPBU-TRBLWTR-MN-RED-S,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000086490,https://cdn.shopify.com/s/files/1/0559/9889/files/HA-TROUBLEDWATER-BUTTONDOWN-WEB-FRONT_1.jpg?v=1739314126,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,,oz,,18.50,active
troubled-waters-button-up,,,,,,,,,M,,,,,,,,01-TPBU-TRBLWTR-MN-RED-M,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000086506,https://cdn.shopify.com/s/files/1/0559/9889/files/HA-TROUBLEDWATER-BUTTONDOWN-WEB-BACK.jpg?v=1739314126,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,18.50,
troubled-waters-button-up,,,,,,,,,L,,,,,,,,01-TPBU-TRBLWTR-MN-RED-L,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000086513,https://cdn.shopify.com/s/files/1/0559/9889/files/HA-TROUBLEDWATER-BUTTONDOWN-WEB-DETAIL-1.jpg?v=1739314126,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,18.50,
troubled-waters-button-up,,,,,,,,,XL,,,,,,,,01-TPBU-TRBLWTR-MN-RED-XL,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000086520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,18.50,
troubled-waters-button-up,,,,,,,,,2XL,,,,,,,,01-TPBU-TRBLWTR-MN-RED-2XL,283.49523125,shopify,deny,manual,57.00,,true,false,,,,,'100000086537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,18.50,
troubled-waters-button-up,,,,,,,,,3XL,,,,,,,,01-TPBU-TRBLWTR-MN-RED-3XL,283.49523125,shopify,deny,manual,59.00,,true,false,,,,,'100000086544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,18.50,
troubled-waters-button-up,,,,,,,,,4XL,,,,,,,,01-TPBU-TRBLWTR-MN-RED-4XL,283.49523125,shopify,deny,manual,61.00,,true,false,,,,,'100000086551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,18.50,
troubled-waters-button-up,,,,,,,,,5XL,,,,,,,,01-TPBU-TRBLWTR-MN-RED-5XL,283.49523125,shopify,deny,manual,63.00,,true,false,,,,,'100000086568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,18.50,
hagon-medly-polo,Hågon Medley Polo,"<blockquote>
<p dir=""ltr""><em>This sleek black polo is the second design in our Mes Chamorro Collection. Its modern island print of local leaf silhouettes in shades of gray draws inspiration from the Chamoru people’s deep connection to the land and the animals that have sustained them for generations.</em></p>
</blockquote>
<ul>
<li>Material: 100% Polyester </li>
<li>Sizes: S - 5XL</li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Polo,"Guam, hafaloha, Hawaii",true,Size,S,,,,,,,,01-TPPL-HAGON-MN-BLK-S,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000086674,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-FRONT.jpg?v=1740716666,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-FRONT.jpg?v=1740716666,oz,,13.50,active
hagon-medly-polo,,,,,,,,,M,,,,,,,,01-TPPL-HAGON-MN-BLK-M,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000086681,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-BACK.jpg?v=1740716666,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-FRONT.jpg?v=1740716666,oz,,13.50,
hagon-medly-polo,,,,,,,,,L,,,,,,,,01-TPPL-HAGON-MN-BLK-L,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000086698,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-DETAIL1.jpg?v=1740716666,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-FRONT.jpg?v=1740716666,oz,,13.50,
hagon-medly-polo,,,,,,,,,XL,,,,,,,,01-TPPL-HAGON-MN-BLK-XL,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000086704,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-DETAIL2.jpg?v=1740716660,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-FRONT.jpg?v=1740716666,oz,,13.50,
hagon-medly-polo,,,,,,,,,2XL,,,,,,,,01-TPPL-HAGON-MN-BLK-2XL,255.145708125,shopify,deny,manual,50.00,,true,false,,,,,'100000086711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-FRONT.jpg?v=1740716666,oz,,13.50,
hagon-medly-polo,,,,,,,,,3XL,,,,,,,,01-TPPL-HAGON-MN-BLK-3XL,283.49523125,shopify,deny,manual,52.00,,true,false,,,,,'100000086728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-FRONT.jpg?v=1740716666,oz,,13.50,
hagon-medly-polo,,,,,,,,,4XL,,,,,,,,01-TPPL-HAGON-MN-BLK-4XL,311.844754375,shopify,deny,manual,54.00,,true,false,,,,,'100000086735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-FRONT.jpg?v=1740716666,oz,,13.50,
hagon-medly-polo,,,,,,,,,5XL,,,,,,,,01-TPPL-HAGON-MN-BLK-5XL,340.1942775,shopify,deny,manual,56.00,,true,false,,,,,'100000086742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAGON-MEDLEY-POLO-WEB-FRONT.jpg?v=1740716666,oz,,13.50,
happy-vibes-t-shirt-adult,Happy Vibes T-shirt Adult,"<p><em>While minimal in design, this epic HA x Common Kings Collab perfectly symbolizes our united wish for GU'd times and Happy Vibes!</em></p>
<ul>
<li>Material: 100% cotton (heavyweight)</li>
<li><span>Sizes: S-2XL</span></li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,T-Shirt,"Adult, Concert Merch, Guam, hafaloha, Hawaii",true,Sizes,S,,,,,,,,01-TPTS-HVIBE-MN-CRM-S,283.49523125,shopify,deny,manual,50.00,0.00,true,false,,,,,'100000087534,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-SMILEYFACE-SHIRT-BACK.jpg?v=1741216699,1,Hafaloha Concert Series Shirt Back,false,,,,,,,,,,,,,,adults,,,beige,cotton,,crew,s; l; m; xl; 2xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-SMILEYFACE-SHIRT-FRONT.jpg?v=1741216699,oz,,15.78,active
happy-vibes-t-shirt-adult,,,,,,,,,M,,,,,,,,01-TPTS-HVIBE-MN-CRM-M,283.49523125,shopify,deny,manual,50.00,0.00,true,false,,,,,'100000087541,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-SMILEYFACE-SHIRT-FRONT.jpg?v=1741216699,2,Hafaloha Concert Series Smiley Face Shirt Front,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-SMILEYFACE-SHIRT-FRONT.jpg?v=1741216699,oz,,15.78,
happy-vibes-t-shirt-adult,,,,,,,,,L,,,,,,,,01-TPTS-HVIBE-MN-CRM-L,311.844754375,shopify,deny,manual,50.00,0.00,true,false,,,,,'100000087558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-SMILEYFACE-SHIRT-FRONT.jpg?v=1741216699,oz,,15.78,
happy-vibes-t-shirt-adult,,,,,,,,,XL,,,,,,,,01-TPTS-HVIBE-MN-CRM-XL,340.1942775,shopify,deny,manual,50.00,0.00,true,false,,,,,'100000087565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-SMILEYFACE-SHIRT-FRONT.jpg?v=1741216699,oz,,15.78,
happy-vibes-t-shirt-adult,,,,,,,,,2XL,,,,,,,,01-TPTS-HVIBE-MN-CRM-2XL,368.543800625,shopify,deny,manual,52.00,0.00,true,false,,,,,'100000087572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-SMILEYFACE-SHIRT-FRONT.jpg?v=1741216699,oz,,15.78,
ha-x-common-kings-collab-t-shirt-adult,HA X Common Kings Collab T-shirt - Adult,"<p><em>Introducing da same great band personified in our signature art style! This unique design captures their energy and personality with bold, playful caricatures that bring their vibe to the HA life. It's the perfect way to show off your love for the music, the art, and the lifestyle.</em></p>
<ul>
<li>
<div>Material: 100% cotton (heavyweight)</div>
</li>
<li>Sizes: S-3XL</li>
<li>Note: Each T-shirt includes a <strong>FREE</strong> character sticker!</li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,T-Shirt,"Adult, Concert Merch, Guam, hafaloha, Hawaii",true,Size,S,,,,,,,,01-TPTS-HAXCK-MN-BLK-S,283.49523125,shopify,deny,manual,55.00,0.00,true,false,,,,,'100000087596,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-COMMONKINGS-COLLAB-SHIRT-FRONT_4adda112-06cf-4506-94cb-7b35a3d4d231.jpg?v=1741216980,1,"",false,,,,,,,,,,,,,,adults,,,black,cotton,,crew,s; m; l; xl; 2xl; 3xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-COMMONKINGS-COLLAB-SHIRT-BACK.jpg?v=1741216980,oz,,15.78,active
ha-x-common-kings-collab-t-shirt-adult,,,,,,,,,M,,,,,,,,01-TPTS-HAXCK-MN-BLK-M,283.49523125,shopify,deny,manual,55.00,0.00,true,false,,,,,'100000087602,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-COMMONKINGS-COLLAB-SHIRT-BACK.jpg?v=1741216980,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-COMMONKINGS-COLLAB-SHIRT-BACK.jpg?v=1741216980,oz,,15.78,
ha-x-common-kings-collab-t-shirt-adult,,,,,,,,,L,,,,,,,,01-TPTS-HAXCK-MN-BLK-L,311.844754375,shopify,deny,manual,55.00,0.00,true,false,,,,,'100000087619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-COMMONKINGS-COLLAB-SHIRT-BACK.jpg?v=1741216980,oz,,15.78,
ha-x-common-kings-collab-t-shirt-adult,,,,,,,,,XL,,,,,,,,01-TPTS-HAXCK-MN-BLK-XL,340.1942775,shopify,deny,manual,55.00,0.00,true,false,,,,,'100000087626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-COMMONKINGS-COLLAB-SHIRT-BACK.jpg?v=1741216980,oz,,15.78,
ha-x-common-kings-collab-t-shirt-adult,,,,,,,,,2XL,,,,,,,,01-TPTS-HAXCK-MN-BLK-2XL,368.543800625,shopify,deny,manual,57.00,0.00,true,false,,,,,'100000087633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-COMMONKINGS-COLLAB-SHIRT-BACK.jpg?v=1741216980,oz,,15.78,
ha-x-common-kings-collab-t-shirt-adult,,,,,,,,,3XL,,,,,,,,01-TPTS-HAXCK-MN-BLK-3XL,396.89332375,shopify,deny,manual,59.00,0.00,true,false,,,,,'100000087640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HACS3-COMMONKINGS-COLLAB-SHIRT-BACK.jpg?v=1741216980,oz,,15.78,
concert-series-3-sticker-pack,Concert Series 3 Sticker Pack,"<p>Take it back to concert night with this <em>exclusive</em> sticker pack, made especially for our Concert Series Part 3 with Common Kings.</p>",Hafaloha Clothing,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers,Sticker,Concert Merch,true,Title,Default Title,,,,,,,,01-ASSTK-CNCRTS3-PCK,0.0,shopify,deny,manual,13.00,,true,false,,,,,'100000087930,https://cdn.shopify.com/s/files/1/0559/9889/files/HafalohaConcertSeries-CKSticker-01.png?v=1744050808,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,5.27,active
concert-series-3-sticker-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HafalohaConcertSeries-CKSticker-02.png?v=1744050845,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concert-series-3-sticker-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HafalohaConcertSeries-CKSticker-03.png?v=1744050866,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concert-series-3-sticker-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HafalohaConcertSeries-CKSticker-04.png?v=1744050973,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concert-series-3-sticker-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HafalohaConcertSeries-CKSticker-05.png?v=1744050941,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
