Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Age group (product.metafields.shopify.age-group),Canopy material (product.metafields.shopify.canopy-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
blooming-button-up,,,,,,,,,4XL,,,,,,,,01-TPPL-BLOOM-MN-BLK-4XL,283.49523125,shopify,deny,manual,54.00,,true,false,,,,,'100000084571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-front_1.jpg?v=1739921162,oz,,12.00,
blooming-button-up,,,,,,,,,5XL,,,,,,,,01-TPPL-BLOOM-MN-BLK-5XL,311.844754375,shopify,deny,manual,56.00,,true,false,,,,,'100000084588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-front_1.jpg?v=1739921162,oz,,12.00,
battery-polo,Battery Polo,"<ul>
<li>Material: Coolpass</li>
<li>Sizes: S-5XL</li>
</ul>
<!---->",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Polo,"battery, Guam, hafaloha, Hawaii",true,Size,S,,,,,,,,01-TPPL-BATTERY-MN-WHT-S,198.446661875,shopify,deny,manual,48.00,,true,true,,,,,'100000084427,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-front_7a15f737-5c90-4002-9971-a6d43fd97004.jpg?v=1739921150,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-front_7a15f737-5c90-4002-9971-a6d43fd97004.jpg?v=1739921150,oz,,12.00,active
battery-polo,,,,,,,,,M,,,,,,,,01-TPPL-BATTERY-MN-WHT-M,226.796185,shopify,deny,manual,48.00,,true,true,,,,,'100000084434,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-back.jpg?v=1739921150,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-front_7a15f737-5c90-4002-9971-a6d43fd97004.jpg?v=1739921150,oz,,12.00,
battery-polo,,,,,,,,,L,,,,,,,,01-TPPL-BATTERY-MN-WHT-L,226.796185,shopify,deny,manual,48.00,,true,true,,,,,'100000084441,https://cdn.shopify.com/s/files/1/0559/9889/files/polo1.jpg?v=1739921150,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-front_7a15f737-5c90-4002-9971-a6d43fd97004.jpg?v=1739921150,oz,,12.00,
battery-polo,,,,,,,,,XL,,,,,,,,01-TPPL-BATTERY-MN-WHT-XL,226.796185,shopify,deny,manual,48.00,,true,true,,,,,'100000084458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-front_7a15f737-5c90-4002-9971-a6d43fd97004.jpg?v=1739921150,oz,,12.00,
battery-polo,,,,,,,,,2XL,,,,,,,,01-TPPL-BATTERY-MN-WHT-2XL,255.145708125,shopify,deny,manual,50.00,,true,true,,,,,'100000084465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-front_7a15f737-5c90-4002-9971-a6d43fd97004.jpg?v=1739921150,oz,,12.00,
battery-polo,,,,,,,,,3XL,,,,,,,,01-TPPL-BATTERY-MN-WHT-3XL,283.49523125,shopify,deny,manual,52.00,,true,true,,,,,'100000084472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-front_7a15f737-5c90-4002-9971-a6d43fd97004.jpg?v=1739921150,oz,,12.00,
battery-polo,,,,,,,,,4XL,,,,,,,,01-TPPL-BATTERY-MN-WHT-4XL,283.49523125,shopify,deny,manual,54.00,,true,true,,,,,'100000084489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-front_7a15f737-5c90-4002-9971-a6d43fd97004.jpg?v=1739921150,oz,,12.00,
battery-polo,,,,,,,,,5XL,,,,,,,,01-TPPL-BATTERY-MN-WHT-5XL,311.844754375,shopify,deny,manual,56.00,,true,true,,,,,'100000084496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/WhitePolo-front_7a15f737-5c90-4002-9971-a6d43fd97004.jpg?v=1739921150,oz,,12.00,
ahwapuhi-polo,Ahwapuhi Polo,"<ul>
<li>Material: Coolpass</li>
<li>Sizes: S-5XL</li>
</ul>
<!---->",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Polo,"Ahwapuhi, Guam, hafaloha, Hawaii",true,Size,S,,,,,,,,01-TPPL-AHWAPUHI-MN-BLU-S,198.446661875,shopify,deny,manual,48.00,,true,false,,,,,'100000084335,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-front_11af24d2-bc53-4947-8532-e762b334d942.jpg?v=1739921136,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-front_11af24d2-bc53-4947-8532-e762b334d942.jpg?v=1739921136,oz,,12.00,active
ahwapuhi-polo,,,,,,,,,M,,,,,,,,01-TPPL-AHWAPUHI-MN-BLU-M,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000084342,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-back.jpg?v=1739921136,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-front_11af24d2-bc53-4947-8532-e762b334d942.jpg?v=1739921136,oz,,12.00,
ahwapuhi-polo,,,,,,,,,L,,,,,,,,01-TPPL-AHWAPUHI-MN-BLU-L,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000084359,https://cdn.shopify.com/s/files/1/0559/9889/files/Polosandtotebags-02.jpg?v=1739921136,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-front_11af24d2-bc53-4947-8532-e762b334d942.jpg?v=1739921136,oz,,12.00,
ahwapuhi-polo,,,,,,,,,XL,,,,,,,,01-TPPL-AHWAPUHI-MN-BLU-XL,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000084366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-front_11af24d2-bc53-4947-8532-e762b334d942.jpg?v=1739921136,oz,,12.00,
ahwapuhi-polo,,,,,,,,,2XL,,,,,,,,01-TPPL-AHWAPUHI-MN-BLU-2XL,255.145708125,shopify,deny,manual,50.00,,true,false,,,,,'100000084373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-front_11af24d2-bc53-4947-8532-e762b334d942.jpg?v=1739921136,oz,,12.00,
ahwapuhi-polo,,,,,,,,,3XL,,,,,,,,01-TPPL-AHWAPUHI-MN-BLU-3XL,283.49523125,shopify,deny,manual,52.00,,true,false,,,,,'100000084380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-front_11af24d2-bc53-4947-8532-e762b334d942.jpg?v=1739921136,oz,,12.00,
ahwapuhi-polo,,,,,,,,,4XL,,,,,,,,01-TPPL-AHWAPUHI-MN-BLU-4XL,283.49523125,shopify,deny,manual,54.00,,true,false,,,,,'100000084397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-front_11af24d2-bc53-4947-8532-e762b334d942.jpg?v=1739921136,oz,,12.00,
ahwapuhi-polo,,,,,,,,,5XL,,,,,,,,01-TPPL-AHWAPUHI-MN-BLU-5XL,311.844754375,shopify,deny,manual,56.00,,true,false,,,,,'100000084403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BluePolo-front_11af24d2-bc53-4947-8532-e762b334d942.jpg?v=1739921136,oz,,12.00,
pua-baseball-cap,Pua Baseball Cap,<p><img></p>,Hafaloha,Apparel & Accessories > Clothing Accessories > Hats,Baseball Cap,"baseball cap, Black, Guam, hafaloha, Hat, Hawaii, New Arrival, Pua, Snapback",true,Color,BLK,,,,,,,,01-HTBC-PUA-BLK,255.145708125,shopify,deny,manual,35.00,,true,false,,,,,'100000084601,https://cdn.shopify.com/s/files/1/0559/9889/files/862070cf-06b3-4e64-8adf-f1fc11b4f66d.jpg?v=1727330255,1,"",false,,,,,,,,,,,,,,adults,,,,,,,,,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/d94184f3-deb0-453c-b6c2-1bb88eb397f3.jpg?v=1727330277,oz,,,active
pua-baseball-cap,,,,,,,,,GRY,,,,,,,,01-HTBC-PUA-GRY,255.145708125,shopify,deny,manual,35.00,,true,false,,,,,'100000084618,https://cdn.shopify.com/s/files/1/0559/9889/files/d94184f3-deb0-453c-b6c2-1bb88eb397f3.jpg?v=1727330277,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/862070cf-06b3-4e64-8adf-f1fc11b4f66d.jpg?v=1727330255,oz,,,
hafaloha-bold-snapback,Hafaloha Bold Snapback,"",Hafaloha,Apparel & Accessories > Clothing Accessories > Hats,Snapback,"grey, Guam, hafaloha, Hawaii, New Arrival, Snapback",true,Title,Default Title,,,,,,,,01-HTSB-HABLD-GRY,255.145708125,shopify,deny,manual,40.00,,true,false,,,,,'100000084694,https://cdn.shopify.com/s/files/1/0559/9889/files/25ae7f02-33e4-4525-8f9b-be6279b9bca7.jpg?v=1727330820,1,"",false,,,,,,,,,,,,,,adults,,,,,,,,,unisex; female; male,,,oz,,9.66,active
pua-snapback,Pua Snapback,"",Hafaloha,Apparel & Accessories > Clothing Accessories > Hats,Snapback,"Guam, hafaloha, Hawaii, New Arrival, pua flower, Snapback",true,Title,Default Title,,,,,,,,01-HTSB-PUA-WHT,255.145708125,shopify,deny,manual,40.00,,true,false,,,,,'100000084656,https://cdn.shopify.com/s/files/1/0559/9889/files/06b40b23-b6c4-4410-88b4-7b4b9f69049c.jpg?v=1727330508,1,"",false,,,,,,,,,,,,,,adults,,,,,,,,,unisex; female; male,,,oz,,9.66,active
sunset-paradise-polo,Sunset Paradise Polo,"<ul>
<li>Material : Coolpass </li>
<li>Sizes : S-5XL</li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Polo,"Guam, hafaloha, Hawaii, Sunset Paradise",true,Size,S,,,,,,,,01-TPPL-SUNPRDSE-MN-WHT-S,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000085080,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_front.jpg?v=1730871728,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_front.jpg?v=1730871728,oz,,14.00,active
sunset-paradise-polo,,,,,,,,,M,,,,,,,,01-TPPL-SUNPRDSE-MN-WHT-M,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000085097,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_back.jpg?v=1730871724,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_front.jpg?v=1730871728,oz,,14.00,
sunset-paradise-polo,,,,,,,,,L,,,,,,,,01-TPPL-SUNPRDSE-MN-WHT-L,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000085103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_front.jpg?v=1730871728,oz,,14.00,
sunset-paradise-polo,,,,,,,,,XL,,,,,,,,01-TPPL-SUNPRDSE-MN-WHT-XL,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000085110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_front.jpg?v=1730871728,oz,,14.00,
sunset-paradise-polo,,,,,,,,,2XL,,,,,,,,01-TPPL-SUNPRDSE-MN-WHT-2XL,283.49523125,shopify,deny,manual,57.00,,true,false,,,,,'100000085127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_front.jpg?v=1730871728,oz,,14.00,
sunset-paradise-polo,,,,,,,,,3XL,,,,,,,,01-TPPL-SUNPRDSE-MN-WHT-3XL,283.49523125,shopify,deny,manual,59.00,,true,false,,,,,'100000085134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_front.jpg?v=1730871728,oz,,14.00,
sunset-paradise-polo,,,,,,,,,4XL,,,,,,,,01-TPPL-SUNPRDSE-MN-WHT-4XL,283.49523125,shopify,deny,manual,61.00,,true,false,,,,,'100000085158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_front.jpg?v=1730871728,oz,,14.00,
sunset-paradise-polo,,,,,,,,,5XL,,,,,,,,01-TPPL-SUNPRDSE-MN-WHT-5XL,283.49523125,shopify,deny,manual,63.00,,true,false,,,,,'100000085165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCPolo_front.jpg?v=1730871728,oz,,14.00,
sunset-paradise-button-up,Sunset Paradise Button Up,"<ul>
<li>Material : T8 Mesh</li>
<li>Sizes : S-5XL</li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Button Up,"button up, Guam, hafaloha, Sunset Paradise",true,Size,S,,,,,,,,01-TPPLB-SUNPRDSE-MN-PUR-S,283.49523125,shopify,deny,manual,65.00,,true,false,,,,,'100000085189,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_front.jpg?v=1730871596,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_front.jpg?v=1730871596,oz,,20.50,active
sunset-paradise-button-up,,,,,,,,,M,,,,,,,,01-TPPLB-SUNPRDSE-MN-PUR-M,283.49523125,shopify,deny,manual,65.00,,true,false,,,,,'100000085196,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_back.jpg?v=1730871600,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_front.jpg?v=1730871596,oz,,20.50,
sunset-paradise-button-up,,,,,,,,,L,,,,,,,,01-TPPLB-SUNPRDSE-MN-PUR-L,283.49523125,shopify,deny,manual,65.00,,true,false,,,,,'100000085202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_front.jpg?v=1730871596,oz,,20.50,
sunset-paradise-button-up,,,,,,,,,XL,,,,,,,,01-TPPLB-SUNPRDSE-MN-PUR-XL,283.49523125,shopify,deny,manual,65.00,,true,false,,,,,'100000085219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_front.jpg?v=1730871596,oz,,20.50,
sunset-paradise-button-up,,,,,,,,,2XL,,,,,,,,01-TPPLB-SUNPRDSE-MN-PUR-2XL,283.49523125,shopify,deny,manual,67.00,,true,false,,,,,'100000085226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_front.jpg?v=1730871596,oz,,20.50,
sunset-paradise-button-up,,,,,,,,,3XL,,,,,,,,01-TPPLB-SUNPRDSE-MN-PUR-3XL,283.49523125,shopify,deny,manual,69.00,,true,false,,,,,'100000085233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_front.jpg?v=1730871596,oz,,20.50,
sunset-paradise-button-up,,,,,,,,,4XL,,,,,,,,01-TPPLB-SUNPRDSE-MN-PUR-4XL,283.49523125,shopify,deny,manual,71.00,,true,false,,,,,'100000085240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_front.jpg?v=1730871596,oz,,20.50,
sunset-paradise-button-up,,,,,,,,,5XL,,,,,,,,01-TPPLB-SUNPRDSE-MN-PUR-5XL,283.49523125,shopify,deny,manual,73.00,,true,false,,,,,'100000085257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KKCButtonDown_front.jpg?v=1730871596,oz,,20.50,
paisely-basketball-shorts-mens,Paisely Basketball Shorts Mens Black,"<ul>
<li>
<em style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><strong>CLOSE OUT SALE! Original Price - $50 - $58</strong></em><meta charset=""utf-8"">
</li>
</ul>
<ul>
<li>Material : Bullet Mesh</li>
<li>Size : XS-5XL</li>
</ul>
<p><meta charset=""utf-8""><em>Disclaimer</em> : Shorts size charts may differ from actual sizing. Please measure yourself accurately-typically around the waist and hips-to find the most reliable size match.<img src=""https://cdn.shopify.com/s/files/1/0559/9889/files/2b49af20-609e-4af1-a718-264360cd8e68.jpg?v=1731566464"" alt=""""></p>",Hafaloha Clothing,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Shorts,Shorts,"Adult, Black, closeout-sale, Guam, hafaloha, Hawaii, Men, paisley",true,Size,XS,,,,,,,,01-BTMSHRTS-PAISLEY-MN-BLK-XS,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085271,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,1,"",false,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl; 2xl; 3xl; 4xl; 5xl,,male,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,oz,,14.50,active
paisely-basketball-shorts-mens,,,,,,,,,S,,,,,,,,01-BTMSHRTS-PAISLEY-MN-BLK-S,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085288,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-18.jpg?v=1731912094,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,oz,,14.50,
paisely-basketball-shorts-mens,,,,,,,,,M,,,,,,,,01-BTMSHRTS-PAISLEY-MN-BLK-M,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,oz,,14.50,
paisely-basketball-shorts-mens,,,,,,,,,L,,,,,,,,01-BTMSHRTS-PAISLEY-MN-BLK-L,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,oz,,14.50,
paisely-basketball-shorts-mens,,,,,,,,,XL,,,,,,,,01-BTMSHRTS-PAISLEY-MN-BLK-XL,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,oz,,14.50,
paisely-basketball-shorts-mens,,,,,,,,,2XL,,,,,,,,01-BTMSHRTS-PAISLEY-MN-BLK-2XL,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,oz,,14.50,
paisely-basketball-shorts-mens,,,,,,,,,3XL,,,,,,,,01-BTMSHRTS-PAISLEY-MN-BLK-3XL,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,oz,,14.50,
paisely-basketball-shorts-mens,,,,,,,,,4XL,,,,,,,,01-BTMSHRTS-PAISLEY-MN-BLK-4XL,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,oz,,14.50,
paisely-basketball-shorts-mens,,,,,,,,,5XL,,,,,,,,01-BTMSHRTS-PAISLEY-MN-BLK-5XL,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-21.jpg?v=1731912039,oz,,14.50,
peaked-basketball-shorts-men,Peaked Basketball Shorts Men Grey,"<ul>
<li>
<em style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><strong>CLOSE OUT SALE! Original Price - $50 - $58</strong></em><meta charset=""utf-8"">
</li>
</ul>
<ul>
<li>Material : Bullet Mesh</li>
<li>Sizes : XS-5XL</li>
</ul>
<p><em>Disclaimer</em> : Shorts size charts may differ from actual sizing. Please measure yourself accurately-typically around the waist and hips-to find the most reliable size match.<img alt="""" src=""https://cdn.shopify.com/s/files/1/0559/9889/files/2b49af20-609e-4af1-a718-264360cd8e68.jpg?v=1731566464""></p>",Hafaloha Clothing,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Shorts,Shorts,"Adult, closeout-sale, grey, Guam, hafaloha, Hawaii, Men, peaked",true,Size,XS,,,,,,,,01-BTMSHRTS-PEAKED-MN-GRY-XS,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085974,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-23_01b5d9eb-9ce4-47c3-b99a-98c49fdb326c.jpg?v=1731912279,1,"",false,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl; 2xl; 3xl; 4xl; 5xl,,male,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,oz,,14.50,active
peaked-basketball-shorts-men,,,,,,,,,S,,,,,,,,01-BTMSHRTS-PEAKED-MN-GRY-S,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085981,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,oz,,14.50,
peaked-basketball-shorts-men,,,,,,,,,M,,,,,,,,01-BTMSHRTS-PEAKED-MN-GRY-M,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000085998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,oz,,14.50,
peaked-basketball-shorts-men,,,,,,,,,L,,,,,,,,01-BTMSHRTS-PEAKED-MN-GRY-L,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000086001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,oz,,14.50,
peaked-basketball-shorts-men,,,,,,,,,XL,,,,,,,,01-BTMSHRTS-PEAKED-MN-GRY-XL,255.145708125,shopify,deny,manual,50.00,,true,false,,,,,'100000086018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,oz,,14.50,
peaked-basketball-shorts-men,,,,,,,,,2XL,,,,,,,,01-BTMSHRTS-PEAKED-MN-GRY-2XL,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000086025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,oz,,14.50,
peaked-basketball-shorts-men,,,,,,,,,3XL,,,,,,,,01-BTMSHRTS-PEAKED-MN-GRY-3XL,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000086032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,oz,,14.50,
peaked-basketball-shorts-men,,,,,,,,,4XL,,,,,,,,01-BTMSHRTS-PEAKED-MN-GRY-4XL,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000086049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,oz,,14.50,
peaked-basketball-shorts-men,,,,,,,,,5XL,,,,,,,,01-BTMSHRTS-PEAKED-MN-GRY-5XL,255.145708125,shopify,deny,manual,20.00,,true,false,,,,,'100000086056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/AthleticShorts_1080x1080_-24.jpg?v=1731912296,oz,,14.50,
